NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
NEGATIVE REGULATION OF NOREPINEPHRINE UPTAKE%GOBP%GO:0051622	1		Rejected!	
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090190	12		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:1903829	367		Rejected!	
THREONINE METABOLIC PROCESS%GOBP%GO:0006566	3		Rejected!	
RESPONSE TO ESTRADIOL%GOBP%GO:0032355	32	16		
NEGATIVE REGULATION OF CALCIUM-DEPENDENT CELL-CELL ADHESION%GOBP%GO:0046588	1		Rejected!	
NEGATIVE REGULATION OF CHAPERONE-MEDIATED PROTEIN FOLDING%GOBP%GO:1903645	2		Rejected!	
SULFATE TRANSPORT%GOBP%GO:0008272	12		Rejected!	
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300	20		Rejected!	
PROTEIN LOCALIZATION TO PHAGOPHORE ASSEMBLY SITE%GOBP%GO:0034497	14		Rejected!	
PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0001844	1		Rejected!	
EYE PIGMENT METABOLIC PROCESS%GOBP%GO:0042441	2		Rejected!	
PTERIDINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0042560	2		Rejected!	
ENDOPLASMIC RETICULUM CALCIUM ION HOMEOSTASIS%GOBP%GO:0032469	21	18		
REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001932	880		Rejected!	
REGULATION OF XENOPHAGY%GOBP%GO:1904415	4		Rejected!	
MIRNA PROCESSING%GOBP%GO:0035196	33	25		
FATTY ACID HOMEOSTASIS%GOBP%GO:0055089	11		Rejected!	
CEREBELLAR PURKINJE CELL LAYER FORMATION%GOBP%GO:0021694	5		Rejected!	
CELLULAR RESPONSE TO GLYOXAL%GOBP%GO:0036471	1		Rejected!	
GASTRULATION WITH MOUTH FORMING SECOND%GOBP%GO:0001702	9		Rejected!	
CELLULAR RESPONSE TO FOLLICLE-STIMULATING HORMONE STIMULUS%GOBP%GO:0071372	2		Rejected!	
LEUKOCYTE ADHESION TO ARTERIAL ENDOTHELIAL CELL%GOBP%GO:0061757	1		Rejected!	
REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000278	111	87		
NEGATIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOBP%GO:0010558	1252		Rejected!	
RESPONSE TO PEPTIDOGLYCAN%GOBP%GO:0032494	7		Rejected!	
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL-MATRIX ADHESION%GOBP%GO:2000098	2		Rejected!	
XENOBIOTIC GLUCURONIDATION%GOBP%GO:0052697	7		Rejected!	
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132	30	19		
POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR CYCLE%GOBP%GO:0099630	1		Rejected!	
HEXOSE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140271	6		Rejected!	
LYMPHATIC ENDOTHELIAL CELL MIGRATION%GOBP%GO:1904977	1		Rejected!	
N-TERMINAL PEPTIDYL-PROLINE METHYLATION%GOBP%GO:0035568	1		Rejected!	
DEPYRIMIDINATION%GOBP%GO:0045008	8		Rejected!	
NEGATIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016242	25	24		
GLYCOPROTEIN CATABOLIC PROCESS%GOBP%GO:0006516	26	16		
POSITIVE REGULATION OF ERK5 CASCADE%GOBP%GO:0070378	2		Rejected!	
NEGATIVE REGULATION OF T CELL COSTIMULATION%GOBP%GO:2000524	3		Rejected!	
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613	18	18		
REGULATION OF DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048070	6		Rejected!	
PROTEIN LOCALIZATION TO CENP-A CONTAINING CHROMATIN%GOBP%GO:0061644	4		Rejected!	
RESPONSE TO LINOLEIC ACID%GOBP%GO:0070543	1		Rejected!	
SENSORY ORGAN BOUNDARY SPECIFICATION%GOBP%GO:0008052	1		Rejected!	
KETONE CATABOLIC PROCESS%GOBP%GO:0042182	7		Rejected!	
GALACTOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0019375	6		Rejected!	
BASOPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002276	2		Rejected!	
BRADYKININ CATABOLIC PROCESS%GOBP%GO:0010815	6		Rejected!	
ENDOTHELIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0086100	6		Rejected!	
POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710	28	22		
NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CONTRACTION%GOBP%GO:1904694	2		Rejected!	
REGULATION OF RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0032107	23		Rejected!	
DAMP METABOLIC PROCESS%GOBP%GO:0046053	3		Rejected!	
ARGININOSUCCINATE METABOLIC PROCESS%GOBP%GO:0000053	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397	72	59		
REGULATION OF HYPOXIA-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903297	4		Rejected!	
INORGANIC DIPHOSPHATE TRANSPORT%GOBP%GO:0030505	2		Rejected!	
CEREBROSPINAL FLUID SECRETION%GOBP%GO:0033326	1		Rejected!	
POSITIVE REGULATION OF WHITE FAT CELL PROLIFERATION%GOBP%GO:0070352	1		Rejected!	
ION CHANNEL MODULATING, G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0099105	1		Rejected!	
POSITIVE REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903977	8		Rejected!	
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET%GOBP%GO:0002858	8		Rejected!	
EPITHELIAL CILIUM MOVEMENT INVOLVED IN EXTRACELLULAR FLUID MOVEMENT%GOBP%GO:0003351	21		Rejected!	
RESPONSE TO RADIATION%GOBP%GO:0009314	289		Rejected!	
METANEPHRIC GLOMERULAR MESANGIUM DEVELOPMENT%GOBP%GO:0072223	3		Rejected!	
REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901222	83	66		
POSITIVE REGULATION OF PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:1905695	1		Rejected!	
RESPONSE TO PAIN%GOBP%GO:0048265	9		Rejected!	
RESPONSE TO HYDROSTATIC PRESSURE%GOBP%GO:0051599	3		Rejected!	
NERVE GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038180	10		Rejected!	
NEGATIVE REGULATION OF CHRONIC INFLAMMATORY RESPONSE%GOBP%GO:0002677	1		Rejected!	
EMBRYONIC DIGIT MORPHOGENESIS%GOBP%GO:0042733	18		Rejected!	
REGULATION OF PENILE ERECTION%GOBP%GO:0060405	1		Rejected!	
REGULATION OF POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0032881	36	26		
CARDIAC CHAMBER FORMATION%GOBP%GO:0003207	9		Rejected!	
POSITIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901875	1		Rejected!	
LEFT/RIGHT AXIS SPECIFICATION%GOBP%GO:0070986	5		Rejected!	
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	23	16		
TOXIN TRANSPORT%GOBP%GO:1901998	10		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION INVOLVED IN MEIOTIC CELL CYCLE%GOBP%GO:0051039	1		Rejected!	
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	69	58		
MYELOID CELL HOMEOSTASIS%GOBP%GO:0002262	63	48		
BLOOD VESSEL LUMENIZATION%GOBP%GO:0072554	1		Rejected!	
POSITIVE REGULATION OF MAST CELL CYTOKINE PRODUCTION%GOBP%GO:0032765	3		Rejected!	
CARDIOBLAST DIFFERENTIATION%GOBP%GO:0010002	9		Rejected!	
SLIT DIAPHRAGM ASSEMBLY%GOBP%GO:0036060	2		Rejected!	
INTESTINAL ABSORPTION%GOBP%GO:0050892	21		Rejected!	
DOUBLE-STRAND BREAK REPAIR VIA ALTERNATIVE NONHOMOLOGOUS END JOINING%GOBP%GO:0097681	3		Rejected!	
HEME TRANSPORT%GOBP%GO:0015886	6		Rejected!	
TRANS-SYNAPTIC SIGNALING BY NEUROPEPTIDE, MODULATING SYNAPTIC TRANSMISSION%GOBP%GO:0099551	1		Rejected!	
POSITIVE REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0090267	12		Rejected!	
MULTIPLE SPINE SYNAPSE ORGANIZATION%GOBP%GO:0150089	1		Rejected!	
THIAMINE METABOLIC PROCESS%GOBP%GO:0006772	3		Rejected!	
POSITIVE REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062100	6		Rejected!	
REGULATION OF MEMORY T CELL ACTIVATION%GOBP%GO:2000567	2		Rejected!	
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY RENIN-ANGIOTENSIN%GOBP%GO:0003081	14		Rejected!	
INNER EAR MORPHOGENESIS%GOBP%GO:0042472	36		Rejected!	
PROTEIN LOCALIZATION TO CELL JUNCTION%GOBP%GO:1902414	55	35		
ERYTHROCYTE DEVELOPMENT%GOBP%GO:0048821	12		Rejected!	
SPERM DNA DECONDENSATION%GOBP%GO:0035041	1		Rejected!	
POSITIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:1904407	29	24		
NEGATIVE REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150013	1		Rejected!	
DNA CYTOSINE DEAMINATION%GOBP%GO:0070383	9		Rejected!	
MULTI-PASS TRANSMEMBRANE PROTEIN INSERTION INTO ER MEMBRANE%GOBP%GO:0160063	9		Rejected!	
NEGATIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0042308	9		Rejected!	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NO-GO DECAY%GOBP%GO:0070966	3		Rejected!	
POST-GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006892	91	79		
NEGATIVE REGULATION OF CALCIUM ION IMPORT INTO SARCOPLASMIC RETICULUM%GOBP%GO:1902081	2		Rejected!	
DNA METHYLATION ON ADENINE%GOBP%GO:0032775	2		Rejected!	
CARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0046394	221	131		
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY GLUCOSE%GOBP%GO:0000432	3		Rejected!	
NEGATIVE REGULATION OF 1-PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE ACTIVITY%GOBP%GO:0090217	3		Rejected!	
FATTY ACID DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901570	51	28		
NODAL SIGNALING PATHWAY%GOBP%GO:0038092	7		Rejected!	
DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM%GOBP%GO:0050829	76	23		
NEGATIVE REGULATION OF NATURAL KILLER CELL DEGRANULATION%GOBP%GO:0043322	1		Rejected!	
DETOXIFICATION OF CADMIUM ION%GOBP%GO:0071585	3		Rejected!	
ECTODERMAL CELL DIFFERENTIATION%GOBP%GO:0010668	3		Rejected!	
DITERPENOID BIOSYNTHETIC PROCESS%GOBP%GO:0016102	4		Rejected!	
METANEPHRIC RENAL VESICLE FORMATION%GOBP%GO:0072093	2		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912	58	28		
FEEDING BEHAVIOR%GOBP%GO:0007631	34		Rejected!	
EMBRYONIC HEART TUBE MORPHOGENESIS%GOBP%GO:0003143	44	26		
POSITIVE REGULATION OF SATELLITE CELL ACTIVATION INVOLVED IN SKELETAL MUSCLE REGENERATION%GOBP%GO:0014718	2		Rejected!	
REGULATION OF RRNA PROCESSING%GOBP%GO:2000232	16	15		
REGULATION OF RAB PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0032483	7		Rejected!	
POSITIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900373	13		Rejected!	
NEGATIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000645	3		Rejected!	
CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:0061323	2		Rejected!	
NEGATIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046636	33	22		
CELLULAR RESPONSE TO NITRIC OXIDE%GOBP%GO:0071732	8		Rejected!	
NEGATIVE REGULATION OF COLLATERAL SPROUTING%GOBP%GO:0048671	5		Rejected!	
REGULATION OF LYASE ACTIVITY%GOBP%GO:0051339	49	22		
ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009068	14		Rejected!	
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA3 PRODUCTION%GOBP%GO:0032913	1		Rejected!	
NEURON DEVELOPMENT%GOBP%GO:0048666	522		Rejected!	
QUINOLINATE BIOSYNTHETIC PROCESS%GOBP%GO:0019805	2		Rejected!	
HYPOTHALAMUS CELL MIGRATION%GOBP%GO:0021855	2		Rejected!	
CARDIOBLAST MIGRATION TO THE MIDLINE INVOLVED IN HEART FIELD FORMATION%GOBP%GO:0060975	1		Rejected!	
ADENOSINE CATABOLIC PROCESS%GOBP%GO:0006154	3		Rejected!	
RESPONSE TO GLYCINE%GOBP%GO:1905429	2		Rejected!	
COPI-COATED VESICLE BUDDING%GOBP%GO:0035964	6		Rejected!	
POSITIVE REGULATION OF CARDIOCYTE DIFFERENTIATION%GOBP%GO:1905209	11		Rejected!	
REGULATION OF HISTONE METHYLATION%GOBP%GO:0031060	28	24		
SUBPALLIUM DEVELOPMENT%GOBP%GO:0021544	8		Rejected!	
MELANOSOME ORGANIZATION%GOBP%GO:0032438	38	31		
NEUROFILAMENT BUNDLE ASSEMBLY%GOBP%GO:0033693	3		Rejected!	
REGULATION OF CELL PROLIFERATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:1901722	10		Rejected!	
RNA POLYADENYLATION%GOBP%GO:0043631	32	23		
POSITIVE REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010666	3		Rejected!	
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0062208	44	37		
GOLGI TO VACUOLE TRANSPORT%GOBP%GO:0006896	18	16		
PROTEIN AUTOPROCESSING%GOBP%GO:0016540	19		Rejected!	
POSITIVE REGULATION OF SERINE C-PALMITOYLTRANSFERASE ACTIVITY%GOBP%GO:1904222	2		Rejected!	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043280	110	84		
REGULATION OF HAIR FOLLICLE MATURATION%GOBP%GO:0048819	4		Rejected!	
CELLULAR CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0034637	35	22		
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS, POLYSACCHARIDE CHAIN BIOSYNTHETIC PROCESS%GOBP%GO:0050653	2		Rejected!	
POSITIVE REGULATION OF RELAXATION OF CARDIAC MUSCLE%GOBP%GO:1901899	2		Rejected!	
SKELETAL MYOFIBRIL ASSEMBLY%GOBP%GO:0014866	9		Rejected!	
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION%GOBP%GO:1900085	1		Rejected!	
NEGATIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901029	11		Rejected!	
RANDOM INACTIVATION OF X CHROMOSOME%GOBP%GO:0060816	2		Rejected!	
SKELETAL MUSCLE CELL PROLIFERATION%GOBP%GO:0014856	1		Rejected!	
NEGATIVE REGULATION BY HOST OF VIRAL EXO-ALPHA-SIALIDASE ACTIVITY%GOBP%GO:0044869	2		Rejected!	
POSITIVE REGULATION OF HISTONE H4 ACETYLATION%GOBP%GO:0090240	3		Rejected!	
IRE1-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:0036498	7		Rejected!	
POSITIVE REGULATION OF GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOBP%GO:1905099	1		Rejected!	
TRIGEMINAL SENSORY NUCLEUS DEVELOPMENT%GOBP%GO:0021730	1		Rejected!	
MONOUNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:1903964	1		Rejected!	
REGULATION OF GONADOTROPIN SECRETION%GOBP%GO:0032276	5		Rejected!	
CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS%GOBP%GO:0071380	7		Rejected!	
URETER UROTHELIUM DEVELOPMENT%GOBP%GO:0072190	2		Rejected!	
AMP PHOSPHORYLATION%GOBP%GO:0006756	1		Rejected!	
SEX DETERMINATION%GOBP%GO:0007530	12		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	77	55		
CELL PROLIFERATION INVOLVED IN MESONEPHROS DEVELOPMENT%GOBP%GO:0061209	2		Rejected!	
ENDOCARDIUM MORPHOGENESIS%GOBP%GO:0003160	5		Rejected!	
CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002752	28	17		
EPITHELIAL CELL PROLIFERATION INVOLVED IN LIVER MORPHOGENESIS%GOBP%GO:0072575	4		Rejected!	
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	232	121		
SULFUR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0000097	15		Rejected!	
NEGATIVE REGULATION OF BINDING OF SPERM TO ZONA PELLUCIDA%GOBP%GO:2000360	3		Rejected!	
MACROPHAGE PROLIFERATION%GOBP%GO:0061517	3		Rejected!	
NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672	55	33		
PRIMARY AMINO COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:1901162	4		Rejected!	
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	110	102		
ENTRY OF VIRAL GENOME INTO HOST NUCLEUS THROUGH NUCLEAR PORE COMPLEX VIA IMPORTIN%GOBP%GO:0075506	2		Rejected!	
REGULATION OF AXONOGENESIS%GOBP%GO:0050770	97	55		
MIRNA-MEDIATED GENE SILENCING BY MRNA DESTABILIZATION%GOBP%GO:0035279	5		Rejected!	
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	18		Rejected!	
NERVE MATURATION%GOBP%GO:0021682	2		Rejected!	
REGULATION OF RNA POLYMERASE II TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0045898	5		Rejected!	
ACTOMYOSIN CONTRACTILE RING ASSEMBLY ACTIN FILAMENT ORGANIZATION%GOBP%GO:2000689	3		Rejected!	
INTRACELLULAR BILE ACID RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038185	1		Rejected!	
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0032515	21	16		
POSITIVE REGULATION OF RESPIRATORY GASEOUS EXCHANGE%GOBP%GO:1903942	4		Rejected!	
ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0099638	11		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0036003	18	15		
NEGATIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090191	2		Rejected!	
REGULATION OF DEATH-INDUCING SIGNALING COMPLEX ASSEMBLY%GOBP%GO:1903072	1		Rejected!	
TERPENOID TRANSPORT%GOBP%GO:0046865	3		Rejected!	
AV NODE CELL ACTION POTENTIAL%GOBP%GO:0086016	7		Rejected!	
POSITIVE REGULATION OF MYOBLAST PROLIFERATION%GOBP%GO:2000288	5		Rejected!	
TRABECULA MORPHOGENESIS%GOBP%GO:0061383	23	16		
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	105	77		
REGULATION OF MATURE B CELL APOPTOTIC PROCESS%GOBP%GO:0002905	1		Rejected!	
REGULATION OF CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002646	1		Rejected!	
SMOOTH MUSCLE ADAPTATION%GOBP%GO:0014805	4		Rejected!	
FIBROBLAST GROWTH FACTOR RECEPTOR APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902178	1		Rejected!	
AV NODE CELL TO BUNDLE OF HIS CELL COMMUNICATION%GOBP%GO:0086067	12		Rejected!	
POSITIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902101	15		Rejected!	
VIRAL TRANSLATION%GOBP%GO:0019081	18	16		
T-HELPER CELL LINEAGE COMMITMENT%GOBP%GO:0002295	11		Rejected!	
DEOXYRIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009200	3		Rejected!	
CENTRIOLE REPLICATION%GOBP%GO:0007099	23	18		
LONG-CHAIN FATTY ACID IMPORT INTO CELL%GOBP%GO:0044539	10		Rejected!	
NEGATIVE REGULATION OF INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032384	2		Rejected!	
MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674	93	53		
MITOCHONDRIAL MRNA CATABOLIC PROCESS%GOBP%GO:0000958	3		Rejected!	
SUPPRESSION BY VIRUS OF HOST AUTOPHAGY%GOBP%GO:0039521	1		Rejected!	
MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010657	1		Rejected!	
NEGATIVE REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090024	4		Rejected!	
EXCITATORY SYNAPSE ASSEMBLY%GOBP%GO:1904861	14		Rejected!	
MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION%GOBP%GO:0010742	6		Rejected!	
NEGATIVE REGULATION OF PLASMA CELL DIFFERENTIATION%GOBP%GO:1900099	1		Rejected!	
VISCERAL MESODERM-ENDODERM INTERACTION INVOLVED IN MIDGUT DEVELOPMENT%GOBP%GO:0007495	1		Rejected!	
REGULATION OF TORC1 SIGNALING%GOBP%GO:1903432	51	40		
PLASMA MEMBRANE BOUNDED CELL PROJECTION ORGANIZATION%GOBP%GO:0120036	839		Rejected!	
OTOLITH DEVELOPMENT%GOBP%GO:0048840	5		Rejected!	
DEVELOPMENTAL PROCESS%GOBP%GO:0032502	3729		Rejected!	
REGULATION OF POSTSYNAPSE ORGANIZATION%GOBP%GO:0099175	49	32		
REGULATION OF MITOTIC CELL CYCLE DNA REPLICATION%GOBP%GO:1903463	1		Rejected!	
ALLANTOIS DEVELOPMENT%GOBP%GO:1905069	2		Rejected!	
SNO(S)RNA CATABOLIC PROCESS%GOBP%GO:0016077	4		Rejected!	
POSITIVE REGULATION OF MHC CLASS I BIOSYNTHETIC PROCESS%GOBP%GO:0045345	5		Rejected!	
TRANSSULFURATION%GOBP%GO:0019346	1		Rejected!	
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	296		Rejected!	
POSITIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045823	26		Rejected!	
POSITIVE REGULATION OF MITOTIC CELL CYCLE, EMBRYONIC%GOBP%GO:0045977	1		Rejected!	
NEGATIVE REGULATION OF FERROPTOSIS%GOBP%GO:0110076	3		Rejected!	
ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:0031145	22	17		
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	165	100		
DETECTION OF OTHER ORGANISM%GOBP%GO:0098543	19		Rejected!	
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	53	43		
INNER MEDULLARY COLLECTING DUCT DEVELOPMENT%GOBP%GO:0072061	2		Rejected!	
SYNAPTIC VESICLE BUDDING%GOBP%GO:0070142	7		Rejected!	
UBIQUITIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0070086	4		Rejected!	
D-AMINO ACID METABOLIC PROCESS%GOBP%GO:0046416	3		Rejected!	
CARNOSINE METABOLIC PROCESS%GOBP%GO:0035498	2		Rejected!	
POSITIVE REGULATION OF WNT SIGNALING PATHWAY BY BMP SIGNALING PATHWAY%GOBP%GO:0060804	1		Rejected!	
NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894	20	16		
NCRNA TRANSCRIPTION%GOBP%GO:0098781	34	27		
VIRAL EXOCYTOSIS%GOBP%GO:0046754	1		Rejected!	
MITOTIC RECOMBINATION%GOBP%GO:0006312	16		Rejected!	
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	12		Rejected!	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT VIA HIGH VOLTAGE-GATED CALCIUM CHANNEL%GOBP%GO:1904879	1		Rejected!	
REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	49	32		
DICHOTOMOUS SUBDIVISION OF AN EPITHELIAL TERMINAL UNIT%GOBP%GO:0060600	3		Rejected!	
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	41	35		
NEGATIVE REGULATION OF MYELINATION%GOBP%GO:0031642	5		Rejected!	
EXOCYST LOCALIZATION%GOBP%GO:0051601	3		Rejected!	
PROTEIN PALMITOLEYLATION%GOBP%GO:0045234	1		Rejected!	
PROTEIN SECRETION BY PLATELET%GOBP%GO:0070560	2		Rejected!	
REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010511	5		Rejected!	
RRNA IMPORT INTO MITOCHONDRION%GOBP%GO:0035928	3		Rejected!	
NEGATIVE REGULATION OF CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:1903126	1		Rejected!	
ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000472	5		Rejected!	
REGULATION OF ENDOCYTOSIS%GOBP%GO:0030100	159	113		
NEGATIVE REGULATION OF PROTEIN KINASE C SIGNALING%GOBP%GO:0090038	4		Rejected!	
TRNA RE-EXPORT FROM NUCLEUS%GOBP%GO:0071528	1		Rejected!	
PROTEIN PHOSPHORYLATION%GOBP%GO:0006468	512		Rejected!	
NEGATIVE REGULATION OF 3'-UTR-MEDIATED MRNA STABILIZATION%GOBP%GO:1905869	1		Rejected!	
POSITIVE REGULATION OF PROTEIN OXIDATION%GOBP%GO:1904808	2		Rejected!	
POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION%GOBP%GO:0032725	14		Rejected!	
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	33	21		
REGULATION OF BRAIN-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0031548	2		Rejected!	
EXTRACTION OF MISLOCALIZED PROTEIN FROM MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:0140570	1		Rejected!	
